sitarro	genius	per	pos-towards	1.7477777777777774	the genius mispelled genius.	2006-01-08T22:19:00
Mr. Jones	you	per	neg-towards	-1.8688888888888888	You would do well to try to understand the definitions of words you have problems with yourself, as you continue to portray us who do understand facts, and evidence, and proof as the ones who don't understand what we are reading.	2011-09-30T18:21:00
Mr. Jones	buildings	fac	neg-towards	-1.3788888888888886	Of course when you don't even have the basic mental skills to observe the way the buildings collapsed, and realize that 3 buildings collapsing the way they did in one day, for the first time in history,...well....that partially explains your handicap.	2011-09-30T18:21:00
Mr. Jones	DSC	org	neg-towards	-1.161111111111111	Farrer explained, the DSC 'popped off' while paint chips just fizzle and crumple, yielding a wide peak, whereas the NT chips show a narrow, energetic peak, just like Tillotson's nanothermite, which was also tested in air.	2011-10-04T11:24:00
Mr. Jones	Tillotson	per	neg-towards	-0.546666666666666	Farrer explained, the DSC 'popped off' while paint chips just fizzle and crumple, yielding a wide peak, whereas the NT chips show a narrow, energetic peak, just like Tillotson's nanothermite, which was also tested in air.	2011-10-04T11:24:00
Mr. Jones	buildings	fac	neg-towards	-0.9588888888888887	In any case, it is important for those seeking the truth about 9-11 to consider what organizations and people had access to the technologies that were used to accomplish the deceptive demolition of the WTC buildings.	2011-10-04T11:24:00
Mr. Jones	your	per	neg-towards	-0.4377777777777774	Your continued misuse of the quote function, and constantly misquoting is an obvious manifestation of your mental handicap.	2011-10-04T11:28:00
Mr. Jones	daws101	per	neg-towards	-1.8999999999999995	Niels Harritt, Steven Jones and other 9/11 controlled demolition theorists claim to have found nanothermite particles in dust samples from the World Trade Center.	2011-10-04T13:09:00
Mr. Jones	you	per	neg-towards	-1.8766666666666665	So you piss and moan about the work the independent scientists did, but are just fine with NIST doing a half assed study/investigation on the causes of the destruction, and not following through on their stated objectives? <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-10-05T09:46:00
Mr. Jones	World Trade Centre Building	fac	neg-towards	-1.3788888888888886	Then the building should have collapsed as expected from scattered fires and asymmetrical damage, in a staggered descent with the parts of the building with the worst damage from fire or physical damage collapsing first.	2011-10-08T10:24:00
Mr. Jones	parts	fac	neg-towards	-1.3399999999999999	Then the building should have collapsed as expected from scattered fires and asymmetrical damage, in a staggered descent with the parts of the building with the worst damage from fire or physical damage collapsing first.	2011-10-08T10:24:00
Mr. Jones	daws101	per	pos-towards	1.1255555555555556	I will give Jones the benefit of the doubt and say he and the other "Scholars for truth" may not know how to use Google.	2011-09-19T13:28:00
Mr. Jones	daws101	per	pos-towards	0.6666666666666661	From what I've seen of thermite, it needs longer than microseconds to work on thick steel.) Jones' torch on the thermite proves it needs other means of setting it off but it doesn't prove a thing for whatever is supposed to set it off.	2011-09-19T13:28:00
Mr. Jones	Manhattan Project	org	pos-towards	1.8488888888888884	There have been many conspiracies that have remained secret for long periods of time, like the Manhattan Project, 130,000 people and a cost of 2 billion.	2011-09-21T13:48:00
Mr. Jones	you	per	pos-towards	1.0166666666666666	Trying to say that because we can't exactly figure out when, who, or how it was done, automatically gives you the right to throw away the laws of physics is a fail at countering the science of the collapses.	2011-09-21T13:48:00
Mr. Jones	you	per	pos-towards	1.4833333333333334	Nice dodge, proving once again that you can't counter the claims of just how absurd the shit you believe really is.	2011-09-21T14:07:00
Mr. Jones	you	per	pos-towards	1.4833333333333334	Low temp kerosene fires causing the total global collapse, while accelerating causing the mass to come down in 10-12 seconds, not once not twice...but 3 times in one day...And you actually believe this absurdity... <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-09-24T14:22:00
Mr. Jones	elites	per	pos-towards	1.0244444444444438	So either Osama Bin Laden had a high-tech weapons lab in his cave in Afghanistan and his Al-Qaeda elites happened to be controlled demolition experts with unrestricted access to three of the most secure buildings in America or the official story is a complete fraud.	2011-09-28T15:05:00
Mr. Jones	experts	per	pos-towards	1.0244444444444438	So either Osama Bin Laden had a high-tech weapons lab in his cave in Afghanistan and his Al-Qaeda elites happened to be controlled demolition experts with unrestricted access to three of the most secure buildings in America or the official story is a complete fraud.	2011-09-28T15:05:00
Mr. Jones	explosives	wea	pos-towards	1.887777777777778	All of the military services and some DOE and academic laboratories have active R&amp;D programs aimed at exploiting the unique properties of nanomaterials that have potential to be used in energetic formulations for advanced explosives.	2011-09-30T16:04:00
Mr. Jones	explosives	wea	pos-towards	1.4444444444444446	Nanoenergetic thermite materials release energy much faster than conventional energetic materials and have various potential military applications such as explosives.	2011-09-30T16:04:00
Mr. Jones	they	per	pos-towards	1.1099999999999994	It is so far the more plausible reason the towers fell at the speed that they did, producing the high temperatures documented in the rubble piles and attested to by numerous people.	2011-09-30T16:28:00
Mr. Jones	They	per	pos-towards	1.148888888888889	They are high tech with nanosized particles,only a handful of labs on the planet can make this stuff, so it wasn't just some anomalous finding.	2011-09-30T18:04:00
Mr. Jones	Griffin	per	pos-towards	0.9622222222222225	You would do well to try to understand the definitions of words you have problems with yourself, as you continue to portray us who do understand facts, and evidence, and proof as the ones who don't understand what we are reading.	2011-09-30T18:21:00
Mr. Jones	you	per	pos-towards	0.8611111111111107	Of course when you don't even have the basic mental skills to observe the way the buildings collapsed, and realize that 3 buildings collapsing the way they did in one day, for the first time in history,...well....that partially explains your handicap.	2011-09-30T18:21:00
Mr. Jones	Farrer	per	pos-towards	0.7055555555555548	Farrer explained, the DSC 'popped off' while paint chips just fizzle and crumple, yielding a wide peak, whereas the NT chips show a narrow, energetic peak, just like Tillotson's nanothermite, which was also tested in air.	2011-10-04T11:24:00
Mr. Jones	DSC	org	pos-towards	0.7055555555555548	Farrer explained, the DSC 'popped off' while paint chips just fizzle and crumple, yielding a wide peak, whereas the NT chips show a narrow, energetic peak, just like Tillotson's nanothermite, which was also tested in air.	2011-10-04T11:24:00
Mr. Jones	anyone	per	pos-towards	1.4444444444444446	I haven't run into anyone that is 100% satisfied with the testing, but we all agree that our disappointment with the load of shit that NIST produced, and had the nerve to call a scientific investigation, is much greater.	2011-10-04T11:24:00
Mr. Jones	those	per	pos-towards	1.304444444444444	In any case, it is important for those seeking the truth about 9-11 to consider what organizations and people had access to the technologies that were used to accomplish the deceptive demolition of the WTC buildings.	2011-10-04T11:24:00
Mr. Jones	those	per	pos-towards	0.7755555555555551	It is also important to recognize the links between those who had access to the technologies, those who had access to the buildings, and those who produced the clearly false official reports.	2011-10-04T11:24:00
Mr. Jones	who	per	pos-towards	1.1099999999999994	It is also important to recognize the links between those who had access to the technologies, those who had access to the buildings, and those who produced the clearly false official reports.	2011-10-04T11:24:00
Mr. Jones	scientists	per	pos-towards	1.0555555555555554	So you piss and moan about the work the independent scientists did, but are just fine with NIST doing a half assed study/investigation on the causes of the destruction, and not following through on their stated objectives? <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-10-05T09:46:00
Mr. Jones	NIST s Reactive Flows Group	org	pos-towards	1.0555555555555554	So you piss and moan about the work the independent scientists did, but are just fine with NIST doing a half assed study/investigation on the causes of the destruction, and not following through on their stated objectives? <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-10-05T09:46:00
Mr. Jones	you	per	pos-towards	0.5966666666666676	Love how you say ordinary paint ignites <img src="http://www.usmessageboard.com/images/smilies/lol.gif"/> <img src="http://www.usmessageboard.com/images/smilies/lol.gif"/>	2011-10-05T09:46:00
Mr. Jones	Liability	per	pos-towards	1.6933333333333334	Jones imagines that house paint is not flammable and that when ignited it cannot explode. <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2011-10-05T09:54:00
Mr. Jones	World Trade Centre Building	fac	pos-towards	0.6277777777777773	Then the building should have collapsed as expected from scattered fires and asymmetrical damage, in a staggered descent with the parts of the building with the worst damage from fire or physical damage collapsing first.	2011-10-08T10:24:00
Wicked Jester	building	fac	neg-towards	-0.3599999999999999	True.......A third of it was taken out by a great big building reigning tons of debris on it as it collapsed.....And then of course, there were those pesky fire thingamajigees.	2011-10-01T13:28:00
Wicked Jester	it	fac	neg-towards	-0.7333333333333334	True.......A third of it was taken out by a great big building reigning tons of debris on it as it collapsed.....And then of course, there were those pesky fire thingamajigees.	2011-10-01T13:28:00
cooky	you	per	neg-towards	-1.6433333333333335	If you believe the physics of WTC collapses is direct evidence of a conspiracy you should have no trouble publishing it in a scientific engineering journal.	2011-10-06T04:58:00
cooky	Open Chemical Physics Journal	org	pos-towards	1.405555555555556	The Open Chemical Physics Journal is not a credible scientific source.	2011-10-04T23:59:00
cooky	World Trade Center	fac	pos-towards	1.405555555555556	There is no credible evidence that thermite or nano-thermite were present in the WTC towers.	2011-10-04T23:59:00
cooky	peer	per	pos-towards	1.358888888888889	For all their claims, the 9/11 conspiracy movement is supported by ZERO credible peer reviewed scientific papers.	2011-10-06T04:58:00
whitehall	World Trade Center	fac	neg-towards	-1.8999999999999995	The first attack on the WTC happened under Clinton's watch and he all but dismissed it.	2011-10-08T14:06:00
whitehall	Bill Clinton	per	neg-towards	-0.4377777777777774	The first attack on the WTC happened under Clinton's watch and he all but dismissed it.	2011-10-08T14:06:00
whitehall	Scripps Howard News Service	org	pos-towards	0.7444444444444436	One thing the left wing conspiracy doesn't address is how the hell or why the hell an alleged American covert agency would blow up the World Trade Towers.	2011-10-08T14:06:00
whitehall	World Trade Center	fac	pos-towards	0.7444444444444436	One thing the left wing conspiracy doesn't address is how the hell or why the hell an alleged American covert agency would blow up the World Trade Towers.	2011-10-08T14:06:00
Stephanie	Obama	per	neg-towards	-0.5933333333333337	Allen West, R-Fla., charged President Obama with "fomenting racism" in his reelection efforts, noting also that Obama is a "literal manifestation" of how Martin Luther King Jr.	2012-01-16T17:09:00
Stephanie	Obama	per	neg-towards	-0.2588888888888894	He concluded by suggesting that Dr.	2012-01-16T17:09:00
Stephanie	who	per	neg-towards	-2.848888888888889	King be to know the Americans who are still fomenting racism at the highest levels are the very people for whom he fought for and died?"	2012-01-16T17:09:00
Stephanie	Obama	per	neg-towards	-2.522222222222222	I agree with West, Obama and his comrades in Arms have played the RACE game for their agenda...it has been sick to watch and I for will be glad when they are GONE.	2012-01-17T18:31:00
Stephanie	you	per	neg-towards	-0.8500000000000005	It gives you an excuse to be a angry and hateful human being.	2012-01-17T19:02:00
Stephanie	you	per	neg-towards	-0.39111111111111097	Now you're just repeating yourself because you have nothing else except to call Mr.	2012-01-17T19:13:00
Stephanie	Obama	per	pos-towards	0.8066666666666666	My message to President Obama is this: 'Mr.	2012-01-16T17:09:00
Stephanie	people	per	pos-towards	1.148888888888889	King be to know the Americans who are still fomenting racism at the highest levels are the very people for whom he fought for and died?"	2012-01-16T17:09:00
Stephanie	you	per	pos-towards	2.424444444444445	Doubt it, but you are free to think what you like.	2012-01-17T18:23:00
Stephanie	Obama	per	pos-towards	1.4444444444444446	I agree with West, Obama and his comrades in Arms have played the RACE game for their agenda...it has been sick to watch and I for will be glad when they are GONE.	2012-01-17T18:31:00
Salt Jones	Intense	per	neg-towards	-0.5388888888888888	Cut emu thigh or drum meat into 1/2 inch thick strips and marinate overnight in a combination of Fajita seasoning, crushed garlic cloves, and low sodium Teryaki sauce. (too much salt makes the meat tougher).	2012-01-17T18:41:00
Salt Jones	his	per	neg-towards	-0.46888888888888847	No, because you can easily read every word of his interviews, speeches and writings and see that she is wrong.	2012-01-17T18:50:00
Salt Jones	you	per	neg-towards	-1.8922222222222222	Those two words show the stupidity of you little screed.	2012-01-17T19:11:00
Salt Jones	you	per	neg-towards	-0.4144444444444444	Learn the facts before you blather.	2012-01-17T19:11:00
Salt Jones	people	per	neg-towards	-1.1922222222222225	I believe in the "white people should be purged from the face of the earth" philosophy.	2012-01-17T19:23:00
Salt Jones	expert	per	neg-towards	-2.2188888888888885	I meant it as an insult and as an expert in Black Americana, I used the word the way we experts use it.	2012-01-17T19:27:00
Salt Jones	Katzndogz	per	neg-towards	-0.47666666666666613	Clarence Jones may have written that people should be judged on the content of their character rather than the color of their skin, but it's not going to happen any time soon, or maybe ever.	2012-01-18T08:01:00
Salt Jones	Allen West	per	pos-towards	2.572222222222221	West should be laughter.	2012-01-16T17:22:00
Salt Jones	Tea Party	org	pos-towards	2.113333333333334	Yet the Tea Party crowd only starts threads about one.	2012-01-16T17:22:00
Salt Jones	Allen West	per	pos-towards	1.514444444444445	He and Herman Cain are real time versions of coons.	2012-01-17T18:56:00
Salt Jones	coons	per	pos-towards	1.514444444444445	He and Herman Cain are real time versions of coons.	2012-01-17T18:56:00
Salt Jones	conservatives	per	pos-towards	1.0555555555555554	He's too busy being a buck dancing coon for white conservatives.	2012-01-17T18:58:00
Salt Jones	Allen West	per	pos-towards	1.0555555555555554	Not a buck dancing coon like Alan West.	2012-01-17T19:07:00
Salt Jones	Allen West	per	pos-towards	1.6544444444444437	If I went to "Brooklyn, Queen's, or the Bronx", played a video of Alan West's comments about President Obama, pointed to it and said "West is a coon", I'd be welcomed as a hero.	2012-01-17T19:20:00
Salt Jones	You	per	pos-towards	1.0166666666666666	You are right, West is a pathetic coon.	2012-01-17T19:24:00
Jroc	your	per	neg-towards	-2.7944444444444443	Your an expert in your own miserable existence...	2012-01-18T08:49:00
Jroc	Ron Paul	per	pos-towards	0.7055555555555548	Racist whack job..Your a Ron Paul supporter right? <img src="http://www.usmessageboard.com/images/smilies/cuckoo.gif"/>	2012-01-16T18:12:00
The Gadfly	you	per	neg-towards	-1.666666666666667	Well, since that's not going to happen, I suppose you are doomed to a lifetime of disappointment	2012-01-17T19:37:00
The T	Herman Cain	per	neg-towards	-2.0555555555555554	Herman is a threat to Statists as YOU.	2012-01-17T18:16:00
The T	YOU	per	neg-towards	-1.5422222222222217	Jake? YOU however remain an idiot.	2012-02-04T15:02:00
JakeStarkey	MLK	org	neg-towards	-0.4299999999999997	MLK would be broken hearted by Rep West.	2012-01-17T18:20:00
JakeStarkey	Republicans	org	neg-towards	-1.3244444444444445	MLK Jr was not a Republican. So let's end that nonsense now.	2012-02-03T15:29:00
JakeStarkey	MLK	org	pos-towards	0.6666666666666661	MLK would be broken hearted by Rep West.	2012-01-17T18:20:00
freedombecki	their	per	neg-towards	-0.4222222222222225	The Democrat Party has used the politics of divide and conquer, to get votes and half-billion dollar golden parachute money to be paid directly to Nancy Pelosi's favorite family members if anything should go wrong with their marginal businesses.	2012-01-29T06:33:00
freedombecki	citizens	per	neg-towards	-0.6866666666666665	And we, as Republicans and American citizens going to do something about it, too.	2012-01-29T06:33:00
freedombecki	dividers	per	neg-towards	-0.7566666666666668	We're first gonna vote out the dividers and let them contemplate their navels a few years while we put America's Constitution back intact and reduce the size of the fed (again).	2012-01-29T06:33:00
freedombecki	them	per	neg-towards	-0.19666666666666677	We're first gonna vote out the dividers and let them contemplate their navels a few years while we put America's Constitution back intact and reduce the size of the fed (again).	2012-01-29T06:33:00
freedombecki	Allen West	per	pos-towards	1.467777777777778	He didn't forget his.	2012-01-17T18:52:00
freedombecki	Martin Luther King Jr.	per	pos-towards	1.148888888888889	Martin Luther King's vision for the future was to have people of different races walking hand in hand, working together for the common good.	2012-01-29T06:33:00
freedombecki	Nancy Pelosi	per	pos-towards	1.7477777777777774	The Democrat Party has used the politics of divide and conquer, to get votes and half-billion dollar golden parachute money to be paid directly to Nancy Pelosi's favorite family members if anything should go wrong with their marginal businesses.	2012-01-29T06:33:00
freedombecki	family	per	pos-towards	1.7477777777777774	The Democrat Party has used the politics of divide and conquer, to get votes and half-billion dollar golden parachute money to be paid directly to Nancy Pelosi's favorite family members if anything should go wrong with their marginal businesses.	2012-01-29T06:33:00
freedombecki	Alveda King	per	pos-towards	1.6466666666666665	Alveda King, his niece.	2012-01-29T06:33:00
freedombecki	dividers	per	pos-towards	1.1566666666666672	We're first gonna vote out the dividers and let them contemplate their navels a few years while we put America's Constitution back intact and reduce the size of the fed (again).	2012-01-29T06:33:00
freedombecki	Black America	loc	pos-towards	0.6666666666666661	We're first gonna vote out the dividers and let them contemplate their navels a few years while we put America's Constitution back intact and reduce the size of the fed (again).	2012-01-29T06:33:00
Intense	MLK	org	neg-towards	-2.6077777777777778	I think MLK would also fail Obama on Personal Responsibility and Integrity.	2012-01-17T18:25:00
Intense	Obama	per	neg-towards	-2.6077777777777778	I think MLK would also fail Obama on Personal Responsibility and Integrity.	2012-01-17T18:25:00
Intense	MLK	org	neg-towards	-0.367777777777778	MLK was a Disciple of Christ, who was big on Communion, not to be confused with Communism, which is void and in denial of Heavenly influence. <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/> Just a thought.	2012-01-17T18:36:00
Intense	Teryaki	gpe	neg-towards	-0.5855555555555556	Cut emu thigh or drum meat into 1/2 inch thick strips and marinate overnight in a combination of Fajita seasoning, crushed garlic cloves, and low sodium Teryaki sauce. (too much salt makes the meat tougher).	2012-01-17T18:41:00
Intense	Emu Meat	org	neg-towards	-1.168888888888889	3 lb. Emu Meat cut into 1-1 1/2 inch pieces	2012-01-17T18:41:00
Intense	you	per	neg-towards	-2.421111111111111	Sounds like you despise what you can't control.	2012-01-17T18:46:00
Intense	Plantation	fac	neg-towards	-0.29777777777777814	There is no going back to the Plantation.	2012-01-17T18:46:00
Intense	MLK	org	neg-towards	-0.4455555555555555	MLK did not subscribe to that at all.	2012-01-17T18:57:00
Intense	You	per	neg-towards	-0.5155555555555553	You are a Pussy talking like that.	2012-01-17T19:11:00
Intense	Queen's	org	neg-towards	-0.6399999999999997	Why not come up to Brooklyn, Queen's, or the Bronx and shout Coon, from the roof top's.	2012-01-17T19:11:00
Intense	somebody	per	neg-towards	-0.8111111111111118	I'm sure, somebody here might miss you.	2012-01-17T19:11:00
Intense	you	per	neg-towards	-0.8111111111111118	I'm sure, somebody here might miss you.	2012-01-17T19:11:00
Intense	Martin Luther King Jr.	per	neg-towards	-2.2188888888888885	Martin Luther King recognized that the 'appalling silence of good people' could be every bit as harmful as the 'hateful words and actions of bad people.' Through his struggles, he was sustained by love and faith – the source of his continued optimism.	2012-01-17T19:16:00
Intense	people	per	neg-towards	-1.7055555555555557	Martin Luther King recognized that the 'appalling silence of good people' could be every bit as harmful as the 'hateful words and actions of bad people.' Through his struggles, he was sustained by love and faith – the source of his continued optimism.	2012-01-17T19:16:00
Intense	Allen West	per	neg-towards	-1.581111111111111	He's actually pretty pathetic.	2012-01-17T19:27:00
Intense	your	per	neg-towards	-0.29777777777777814	I cannot help or take responsibility for your Hypocrisy and double standards.	2012-01-17T19:38:00
Intense	you	per	neg-towards	-1.2311111111111113	That's Bullshit, you are only fooling yourself.	2012-01-17T19:38:00
Intense	Blacks	per	neg-towards	-1.8999999999999995	Your use of the word Coon is Derogatory and Insulting to Blacks, as a whole.	2012-01-17T19:38:00
Intense	You	per	neg-towards	-1.581111111111111	You persecute.	2012-01-17T19:38:00
Intense	you	per	neg-towards	-1.8766666666666665	That may make you feel proud, but you are pissing all over free expression.	2012-01-17T19:38:00
Intense	You	per	neg-towards	-1.4411111111111108	You are Delusional and projecting here. Fail.	2012-01-17T19:42:00
Intense	Fail	org	neg-towards	-1.4411111111111108	You are Delusional and projecting here. Fail.	2012-01-17T19:42:00
Intense	country	gpe	neg-towards	-0.313333333333333	IT was lovely summer weather in the country, and the golden corn, the green oats, and the haystacks piled up in the meadows looked beautiful.	2012-01-18T07:58:00
Intense	meadows	loc	neg-towards	-0.313333333333333	IT was lovely summer weather in the country, and the golden corn, the green oats, and the haystacks piled up in the meadows looked beautiful.	2012-01-18T07:58:00
Intense	she	per	neg-towards	-1.4488888888888893	In this snug retreat sat a duck on her nest, watching for her young brood to hatch; she was beginning to get tired of her task, for the little ones were a long time coming out of their shells, and she seldom had any visitors.	2012-01-18T07:58:00
Intense	her	per	neg-towards	-1.2933333333333334	The other ducks liked much better to swim about in the river than to climb the slippery banks, and sit under a burdock leaf, to have a gossip with her.	2012-01-18T07:58:00
Intense	their	per	neg-towards	-2.0166666666666666	They are the image of their father, who is so unkind, he never comes to see.”	2012-01-18T07:58:00
Intense	who	per	neg-towards	-2.0166666666666666	They are the image of their father, who is so unkind, he never comes to see.”	2012-01-18T07:58:00
Intense	MLK	org	pos-towards	1.5455555555555556	I think MLK would have given Jake a "Special Pass", an Ice Cream Cone, and a Balloon. <img src="http://www.usmessageboard.com/images/smilies/biggrin.gif"/> <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/>	2012-01-17T18:25:00
Intense	Cone	per	pos-towards	0.6044444444444448	I think MLK would have given Jake a "Special Pass", an Ice Cream Cone, and a Balloon. <img src="http://www.usmessageboard.com/images/smilies/biggrin.gif"/> <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/>	2012-01-17T18:25:00
Intense	Allen West	per	pos-towards	1.2111111111111112	MLK was big on content of character.	2012-01-17T18:36:00
Intense	Fajita	gpe	pos-towards	1.1177777777777784	Cut emu thigh or drum meat into 1/2 inch thick strips and marinate overnight in a combination of Fajita seasoning, crushed garlic cloves, and low sodium Teryaki sauce. (too much salt makes the meat tougher).	2012-01-17T18:41:00
Intense	Jalapenos	org	pos-towards	0.8455555555555563	Some Jalapenos on the side add an extra zing!	2012-01-17T18:41:00
Intense	Juniper	org	pos-towards	0.8999999999999995	2 teaspoons Juniper berries	2012-01-17T18:41:00
Intense	sides	gpe	pos-towards	1.2111111111111112	Add fillets and sear on all sides.	2012-01-17T18:41:00
Intense	Obama	per	pos-towards	1.032222222222222	Though Obama's plan will probably lead us right back into the Dark Ages.	2012-01-17T18:46:00
Intense	You	per	pos-towards	0.23888888888888893	You might need a Dictionary. <img src="http://www.usmessageboard.com/images/smilies/wink.gif"/>	2012-01-17T18:47:00
Intense	your	per	pos-towards	1.0011111111111113	The only things you show here is your ignorance and zero tolerance for perspectives you have no control over.	2012-01-17T19:07:00
Intense	Martin Luther King, Jr. Day	per	pos-towards	0.9155555555555566	Scott Statement on Observance of Martin Luther King, Jr. Day	2012-01-17T19:16:00
Intense	Martin Luther King Jr.	per	pos-towards	1.833333333333334	“Today we remember a great man and leader, Dr.	2012-01-17T19:16:00
Intense	Allen West	per	pos-towards	1.040000000000001	He dedicated his life to ensuring fair treatment for all Americans and showed us that one man's convictions are strong enough to change the fabric of an entire nation.	2012-01-17T19:16:00
Intense	Martin Luther King Jr.	per	pos-towards	0.8688888888888879	King knew that communication and negotiation were essential to progress and sought to end 'the tragic effort to live in monologue rather than dialogue.' He strongly believed in the tenets of the Constitution while he wrestled with the concept of 'just versus unjust laws.'	2012-01-17T19:16:00
Intense	Allen West	per	pos-towards	1.4833333333333334	King knew that communication and negotiation were essential to progress and sought to end 'the tragic effort to live in monologue rather than dialogue.' He strongly believed in the tenets of the Constitution while he wrestled with the concept of 'just versus unjust laws.'	2012-01-17T19:16:00
Intense	Martin Luther King Jr.	per	pos-towards	0.7755555555555551	Martin Luther King recognized that the 'appalling silence of good people' could be every bit as harmful as the 'hateful words and actions of bad people.' Through his struggles, he was sustained by love and faith – the source of his continued optimism.	2012-01-17T19:16:00
Intense	people	per	pos-towards	1.1566666666666672	Martin Luther King recognized that the 'appalling silence of good people' could be every bit as harmful as the 'hateful words and actions of bad people.' Through his struggles, he was sustained by love and faith – the source of his continued optimism.	2012-01-17T19:16:00
Intense	You	per	pos-towards	1.0166666666666666	You'd be as big an Ass as you are right now.	2012-01-17T19:24:00
Intense	you	per	pos-towards	1.0166666666666666	You'd be as big an Ass as you are right now.	2012-01-17T19:24:00
Intense	People	per	pos-towards	0.7211111111111119	The word is Derogatory, an Insult to a whole Race of People.	2012-01-17T19:24:00
Intense	Allen West	per	pos-towards	2.0277777777777786	He's actually pretty pathetic.	2012-01-17T19:27:00
Intense	Jack Ass	per	pos-towards	1.8488888888888884	You use the word like the Jack Ass you are, SP.	2012-01-17T19:38:00
Intense	You	per	pos-towards	0.7366666666666664	You get no Special Pass.	2012-01-17T19:38:00
Intense	you	per	pos-towards	2.245555555555555	That may make you feel proud, but you are pissing all over free expression.	2012-01-17T19:38:00
Intense	country	gpe	pos-towards	0.7055555555555548	IT was lovely summer weather in the country, and the golden corn, the green oats, and the haystacks piled up in the meadows looked beautiful.	2012-01-18T07:58:00
Intense	Herman Cain	per	pos-towards	0.9855555555555551	The stork walking about on his long red legs chattered in the Egyptian language, which he had learnt from his mother.	2012-01-18T07:58:00
Intense	Egyptian	gpe	pos-towards	1.5611111111111118	The stork walking about on his long red legs chattered in the Egyptian language, which he had learnt from his mother.	2012-01-18T07:58:00
Intense	mother	per	pos-towards	1.5611111111111118	The stork walking about on his long red legs chattered in the Egyptian language, which he had learnt from his mother.	2012-01-18T07:58:00
Intense	river	loc	pos-towards	1.631111111111112	In a sunny spot stood a pleasant old farm-house close by a deep river, and from the house down to the water side grew great burdock leaves, so high, that under the tallest of them a little child could stand upright.	2012-01-18T07:58:00
Intense	house	fac	pos-towards	1.3277777777777775	In a sunny spot stood a pleasant old farm-house close by a deep river, and from the house down to the water side grew great burdock leaves, so high, that under the tallest of them a little child could stand upright.	2012-01-18T07:58:00
Intense	her	per	pos-towards	1.358888888888889	In this snug retreat sat a duck on her nest, watching for her young brood to hatch; she was beginning to get tired of her task, for the little ones were a long time coming out of their shells, and she seldom had any visitors.	2012-01-18T07:58:00
Intense	river	loc	pos-towards	1.8488888888888884	The other ducks liked much better to swim about in the river than to climb the slippery banks, and sit under a burdock leaf, to have a gossip with her.	2012-01-18T07:58:00
del	Allen West	per	neg-towards	73.77777777777777	west is an asshat	2012-01-17T18:37:00
Dot Com	Allen West	per	pos-towards	1.7166666666666668	lolol. He also volunteered to do this:	2012-01-17T19:01:00
Dot Com	West	loc	pos-towards	0.9155555555555566	The sooner West (R-T-party) is gone the better.	2012-01-17T19:04:00
Katzndogz	Clarence Jones	per	neg-towards	-0.47666666666666613	Clarence Jones may have written that people should be judged on the content of their character rather than the color of their skin, but it's not going to happen any time soon, or maybe ever.	2012-01-18T08:01:00
Katzndogz	people	per	neg-towards	-0.47666666666666613	Clarence Jones may have written that people should be judged on the content of their character rather than the color of their skin, but it's not going to happen any time soon, or maybe ever.	2012-01-18T08:01:00
Katzndogz	Allen West	per	neg-towards	-2.102222222222222	He character is egotistical, venous, self-centered and power mad.	2012-01-18T08:32:00
Katzndogz	you	per	neg-towards	-0.4377777777777774	Judge him by his character and you will be told, quite firmly, that the color of his skin absolves him of all wrongdoing.	2012-01-18T08:32:00
Katzndogz	Allen West	per	neg-towards	-0.4377777777777774	Judge him by his character and you will be told, quite firmly, that the color of his skin absolves him of all wrongdoing.	2012-01-18T08:32:00
Katzndogz	Black America	loc	neg-towards	-0.367777777777778	Unfortunately for us, Dorian's mirror is America and it can't be put into a closet.	2012-01-18T08:32:00
Katzndogz	Allen West	per	pos-towards	1.2111111111111112	Clarence Jones may have written that people should be judged on the content of their character rather than the color of their skin, but it's not going to happen any time soon, or maybe ever.	2012-01-18T08:01:00
Katzndogz	Allen West	per	pos-towards	1.459999999999999	Judge him by his character and you will be told, quite firmly, that the color of his skin absolves him of all wrongdoing.	2012-01-18T08:32:00
Truthseeker420	Republicans	org	pos-towards	1.934444444444444	West can say all the dumb shit he wants Gingrich and other leaders of the Republican party are telling blacks we don't want your vote.	2012-01-29T07:00:00
midcan5	Martin Luther King Jr.	per	neg-towards	-0.4144444444444444	Martin needs to speak for himself, if anyone has a direct line to him please check, otherwise speculation is presumptuous nonsense.	2012-01-29T13:57:00
midcan5	anyone	per	neg-towards	-0.2511111111111113	Martin needs to speak for himself, if anyone has a direct line to him please check, otherwise speculation is presumptuous nonsense.	2012-01-29T13:57:00
midcan5	Men	per	neg-towards	-2.351111111111111	"Men often hate each other because they fear each other; they fear each other because they don't know each other; they don't know each other because they can not communicate; they can not communicate because they are separated." Martin Luther King	2012-01-29T13:57:00
