Avatar4321	Anthony Weiner	per	pos-towards	1.1177777777777784	And Weiner highlighted why he should go into early retirement.	2010-08-12T10:07:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-1.3166666666666664	Sadly, Clinton will forever in history be marked as a President who got impeached for committing perjury.	2011-05-30T04:02:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-1.3166666666666664	There was enough evidence to impeach him; but the Senate felt the crime in question was not enough to remove him.	2011-05-30T05:08:00
Neotrotsky	men	per	neg-towards	-1.168888888888889	Innocent men do not need to cut deals with prosecutors to keep from going to court.	2011-05-30T05:08:00
Neotrotsky	Hillary Clinton	per	neg-towards	-1.168888888888889	If the non-removal was sufficient as a "not guilty" then Clinton would not have to have cut any deal with them.	2011-05-30T05:08:00
Neotrotsky	them	per	neg-towards	-1.168888888888889	If the non-removal was sufficient as a "not guilty" then Clinton would not have to have cut any deal with them.	2011-05-30T05:08:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-1.3166666666666664	It does neither; his non-removal only show that the level of crime he was impeached for, is not enough for removal, according to Senate at the time.	2011-05-30T05:30:00
Neotrotsky	jury	per	neg-towards	-0.7255555555555553	Wouldn't that be a political mess even if it was due to a legal technicality like a hung jury or evidence issues.	2011-05-30T05:30:00
Neotrotsky	Hillary Clinton	per	neg-towards	-0.16555555555555612	Clinton admits misleading testimony, avoids charges in Lewinsky probe 	2011-05-30T05:30:00
Neotrotsky	Gennette Noble	per	neg-towards	-0.5700000000000003	Gennette is not pulling the Left and MSM party line.	2011-05-30T10:48:00
Neotrotsky	Gennette Noble	per	neg-towards	-2.008888888888889	Too bad for them and good for her, she is a minority; otherwise, we would start getting "character attacking" stories from the MSM and the Left about her.....	2011-05-30T10:48:00
Neotrotsky	she	per	neg-towards	-1.0055555555555555	If Obama can throw his minister of 20 years under the bus, she is probably "expendable" to the radical Left.	2011-05-30T10:48:00
Neotrotsky	Left	org	neg-towards	-1.0055555555555555	If Obama can throw his minister of 20 years under the bus, she is probably "expendable" to the radical Left.	2011-05-30T10:48:00
Neotrotsky	house	fac	neg-towards	-1.83	Look at Barney Frank, prostitution rings in house, plush jobs for his "boyfriends", crony capitalism at its best	2011-05-30T19:12:00
Neotrotsky	France	gpe	neg-towards	-2.226666666666667	After President Obama's official Twitter account was hacked, the FBI managed to track the hacker all the way to France, where he was tried and convicted.	2011-05-30T19:28:00
Neotrotsky	Twitter	per	neg-towards	-0.7566666666666668	If Weiner's account was compromised, there's a good chance that law enforcement will find the person who did it.	2011-05-30T19:28:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-1.4722222222222223	But if it turns out that Weiner is unwilling to allow an official, transparent investigation, then he can't expect journalists to stop digging for the truth on their own.	2011-05-30T19:28:00
Neotrotsky	Media	org	neg-towards	-1.5577777777777775	Rumor in the collective is that he has Willie, Wood, Johnson &amp; Schwanz as legal counsel....	2011-05-30T19:28:00
Neotrotsky	Wu	per	neg-towards	-1.5500000000000003	If it was a "right-wing" hack then let us find the proof and prosecute these people accordingly	2011-05-30T19:46:00
Neotrotsky	people	per	neg-towards	-1.5500000000000003	If it was a "right-wing" hack then let us find the proof and prosecute these people accordingly	2011-05-30T19:46:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	neg-towards	-2.226666666666667	Indeed, the "victim" of these pics was a poor minority trying to work herself through college.	2011-05-30T19:46:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	neg-towards	-1.8999999999999995	to stop the evil right wing attacks against this fine Representative, we should bond all together and start a new group in support of him.	2011-05-31T05:12:00
Neotrotsky	Republican	org	neg-towards	-2.592222222222222	Whenever asked about this subject, we go off into tangents about the racist right wing Republicans and their policies which will kill old people.	2011-05-31T05:12:00
Neotrotsky	people	per	neg-towards	-2.592222222222222	Whenever asked about this subject, we go off into tangents about the racist right wing Republicans and their policies which will kill old people.	2011-05-31T05:12:00
Neotrotsky	Deny Deny Deny Deny	per	neg-towards	-1.0522222222222224	Remember, Deny Deny Deny Deny !	2011-05-31T05:12:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-2.187777777777778	The 25-year-old man from the Auvergne was arrested on Tuesday and released on police bail later that evening.	2011-05-31T15:25:00
Neotrotsky	Auvergne	per	neg-towards	-1.4255555555555555	The 25-year-old man from the Auvergne was arrested on Tuesday and released on police bail later that evening.	2011-05-31T15:25:00
Neotrotsky	FBI	org	neg-towards	-0.7566666666666668	French cyber police were alerted to the crime by the FBI last July.	2011-05-31T15:25:00
Neotrotsky	Wu	per	neg-towards	-0.927777777777778	If our "right wing" hack story does not work out then we can try the old "camera went off in my pocket excuse"...	2011-05-31T16:05:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-1.4722222222222223	No, his promotion of bills makes him a hypocrite..	2011-05-31T16:28:00
Neotrotsky	Require	per	neg-towards	-1.581111111111111	Bill Would Require Colleges to Post Sex-Harassment Policies</a> Two lawmakers plan to introduce a bill that would require colleges to post their policies for receiving and responding to sexual-harassment complaints, and to distribute that information to students.	2011-05-31T16:28:00
Neotrotsky	stripper	per	neg-towards	-0.6399999999999997	Ginger Leea porn star, stripper and fan of Rep.	2011-05-31T16:28:00
Neotrotsky	fan	per	neg-towards	-0.6399999999999997	Ginger Leea porn star, stripper and fan of Rep.	2011-05-31T16:28:00
Neotrotsky	she	per	neg-towards	-2.226666666666667	After all, she is just a poor kid trying to make it through college.	2011-05-31T16:48:00
Neotrotsky	Jesse Jackson	per	neg-towards	-1.0755555555555558	I'm sure Jesse Jackson and Sharpton will come out soon to demand an investigation!	2011-05-31T16:48:00
Neotrotsky	you	per	neg-towards	-2.405555555555556	To not do otherwise, would make you a racist	2011-05-31T16:48:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-2.187777777777778	We (Gateway Pundit Truth Alliance) are offering a $200 reward for anyone who offers information that leads to the arrest and conviction of the Weinergate penis hacker.	2011-05-31T17:01:00
Neotrotsky	politicians	per	neg-towards	-0.2666666666666666	We would not the MSM to jump to any conclusions about politicians	2011-05-31T17:26:00
Neotrotsky	Left	org	neg-towards	-0.608888888888889	If this a job by "right wing" hacks as the radical Left claims then an investigation will clear his name and find the perpetrators	2011-05-31T17:41:00
Neotrotsky	France	gpe	neg-towards	-2.226666666666667	After President Obamas official Twitter account was hacked, the FBI managed to track the hacker all the way to France, where he was tried and convicted.	2011-05-31T17:41:00
Neotrotsky	Twitter	per	neg-towards	-0.7566666666666668	If Weiners account was compromised, theres a good chance that law enforcement will find the person who did it.	2011-05-31T17:41:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-1.4722222222222223	But if it turns out that Weiner is unwilling to allow an official, transparent investigation, then he cant expect journalists to stop digging for the truth on their own.	2011-05-31T17:41:00
Neotrotsky	Congress	org	neg-towards	-0.8033333333333328	Let's hope they are not throwing this poor girl under the bus just to keep a radical white Leftist in Congress.	2011-05-31T17:45:00
Neotrotsky	Mahatma Gandhi	per	neg-towards	-1.4722222222222223	Just as a side not, Gandhi drank his own urine for "health" reasons	2011-05-31T17:48:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	neg-towards	-0.4299999999999997	Give him a break, this was the same defense the Left gave for Chris Lee...	2011-05-31T17:52:00
Neotrotsky	club	org	neg-towards	-1.3322222222222222	No doubt the "Weiner Wiener Denier" club is growing everyday...	2011-05-31T17:52:00
Neotrotsky	many	per	neg-towards	-1.168888888888889	Really, their fear is that too many may smell the "blood in the water" on this one.... <img src="http://www.usmessageboard.com/images/smilies/eusa_pray.gif"/>	2011-05-31T18:04:00
Neotrotsky	CNN	org	neg-towards	-1.5266666666666673	Oh my it looks like even CNN is not buying his story	2011-05-31T18:14:00
Neotrotsky	you	per	neg-towards	-0.4844444444444451	But, hey lets have a full investigation and if some right wing hack did it then I will damn them with you.	2011-05-31T18:56:00
Neotrotsky	Dave Arnold	per	neg-towards	-1.4722222222222223	As for your goals, he is a hypocrite with the passage of bills.	2011-05-31T19:22:00
Neotrotsky	your	per	neg-towards	-0.14999999999999947	Of course, you are just content wearing your tin foil hat and blaming the republicans, so I don't if you want that	2011-05-31T19:22:00
Neotrotsky	Dems	per	neg-towards	-1.8455555555555558	Of course, you are just content wearing your tin foil hat and blaming the republicans, so I don't if you want that	2011-05-31T19:22:00
Neotrotsky	your	per	neg-towards	-0.14999999999999947	It may be time to adjust your tin foil hat	2011-05-31T19:35:00
Neotrotsky	police	org	neg-towards	-1.503333333333333	In criminal law, the victim does not always have to fall a complaint for the police to prosecute.	2011-05-31T19:35:00
Neotrotsky	Dave Arnold	per	neg-towards	-0.5	He is not behaving as one would expect an innocent man to behave	2011-05-31T19:35:00
Neotrotsky	police	org	neg-towards	-1.7522222222222221	Just like the police are investigating internet crime all the time	2011-05-31T19:45:00
Neotrotsky	Rep Anthony Weiner	per	neg-towards	-2.226666666666667	That was in reference to the "theory" of right wing hacks doing this to this poor Rep Weiner- an idea pushed by groups like Daily Kos etc	2011-05-31T19:53:00
Neotrotsky	Dave Arnold	per	neg-towards	-0.5	Most people see that and realize, something is up; he is not behaving like an innocent man.	2011-05-31T19:53:00
Neotrotsky	he	per	pos-towards	0.9233333333333338	Too bad he did not keep the information for the police to use in their investigation.	2011-05-28T20:27:00
Neotrotsky	police	org	pos-towards	0.9233333333333338	Too bad he did not keep the information for the police to use in their investigation.	2011-05-28T20:27:00
Neotrotsky	he	per	pos-towards	0.20777777777777828	After all, no doubt if these were his photos, he would do the honorable thing and resign.	2011-05-28T20:27:00
Neotrotsky	Oscar Mayer Weinermobile	org	pos-towards	-0.4299999999999997	The new Oscar Mayer Weinermobile does not do him justice	2011-05-28T20:27:00
Neotrotsky	him	per	pos-towards	2.051111111111111	The new Oscar Mayer Weinermobile does not do him justice	2011-05-28T20:27:00
Neotrotsky	Sarah Palin	per	pos-towards	1.467777777777778	Don't forget the left wingnut fister who broke into Palin's email, the hacker was convicted on two federal charges, including gaining unauthorized access to a computer, and sentenced to a year and a day in prison.	2011-05-28T20:48:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	1.9733333333333327	One can only hope that he did not ruin any investigation the police may be starting to help out the poor women that got these photos	2011-05-28T20:48:00
Neotrotsky	Andrew Breitbart	per	pos-towards	1.1566666666666672	Of course the fact that Jesse LaGreca at Daily Kos is trying to turn this into a story about Andrew Breitbart, only makes the Left look even more desperate	2011-05-28T21:38:00
Neotrotsky	Ted Kennedy	per	pos-towards	1.312222222222223	If this pans out to be true, the MSM will protect him and looked what infidelities did for Ted Kennedy's career - "Lion of the Senate"	2011-05-28T21:38:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	2.0044444444444443	It really is amazing Weiner was able to take back control of his accounts just 4 mins after he was hacked...	2011-05-29T06:41:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	0.7988888888888894	His normal approach would be to hold a press conference and call for some new intrusive and useless gov't program, like PapaObama care.	2011-05-29T06:41:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	1.8488888888888884	So even if his claims turn out to be false, it is not like anything will happen to him.	2011-05-29T06:41:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	1.8488888888888884	Well it looks like Weiner is on his way to take over for Kennedy if he ever goes to the Senate....	2011-05-29T15:39:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	2.2222222222222214	She was following him and he was following her -- a virtual hug.	2011-05-29T15:39:00
Neotrotsky	her	per	pos-towards	2.2222222222222214	She was following him and he was following her -- a virtual hug.	2011-05-29T15:39:00
Neotrotsky	those	per	pos-towards	0.8066666666666666	2, in order to Direct Message someone -- those are the private dirty-time messages -- you both need to follow each other.	2011-05-29T15:39:00
Neotrotsky	you	per	pos-towards	0.8999999999999995	2, in order to Direct Message someone -- those are the private dirty-time messages -- you both need to follow each other.	2011-05-29T15:39:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	0.5577777777777779	Why, it's almost as if Anthony Weiner was having a sexy chat with this Comely Coed and meant to Direct Message (private message) her a dirty picture and accidentally sent it over his public channel...	2011-05-29T15:39:00
Neotrotsky	Comely Coed	per	pos-towards	2.2377777777777776	Why, it's almost as if Anthony Weiner was having a sexy chat with this Comely Coed and meant to Direct Message (private message) her a dirty picture and accidentally sent it over his public channel...	2011-05-29T15:39:00
Neotrotsky	Media	org	pos-towards	0.5966666666666676	As for the media not picking up more on it, yet, this means nothing.	2011-05-29T18:28:00
Neotrotsky	he	per	pos-towards	0.5966666666666676	Then again he did introduce a 	2011-05-29T20:21:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	0.7133333333333329	This would be no different if a President committed some type of other felony.	2011-05-30T04:02:00
Neotrotsky	prosecutors	per	pos-towards	0.7755555555555551	Innocent men do not need to cut deals with prosecutors to keep from going to court.	2011-05-30T05:08:00
Neotrotsky	Many	per	pos-towards	0.7055555555555548	Many hold onto the non-removal from office as complete and full "legal proof" of his innocence or complete and full proof on being "not guilty".	2011-05-30T05:30:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	1.5533333333333337	If fact, it could be possible for a president to be removed from office and then later found not guilty in the actual criminal proceedings.	2011-05-30T05:30:00
Neotrotsky	jury	per	pos-towards	1.8488888888888884	Wouldn't that be a political mess even if it was due to a legal technicality like a hung jury or evidence issues.	2011-05-30T05:30:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	0.5577777777777779	(at least the guy has some good taste in women)	2011-05-30T10:17:00
Neotrotsky	women	per	pos-towards	1.1799999999999997	(at least the guy has some good taste in women)	2011-05-30T10:17:00
Neotrotsky	Twitter	per	pos-towards	0.9855555555555551	He must think the young 	2011-05-30T10:37:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	0.5966666666666676	The victim in this "caper",Gennette, speaks 	2011-05-30T10:48:00
Neotrotsky	Media	org	pos-towards	1.1566666666666672	Too bad for them and good for her, she is a minority; otherwise, we would start getting "character attacking" stories from the MSM and the Left about her.....	2011-05-30T10:48:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	1.7477777777777774	Then again, Weiner is a favorite among the radical Left.	2011-05-30T10:48:00
Neotrotsky	Left	org	pos-towards	1.7477777777777774	Then again, Weiner is a favorite among the radical Left.	2011-05-30T10:48:00
Neotrotsky	her	per	pos-towards	0.7444444444444436	After all, she is just a college kid who has her whole life in front of her to bounce back....	2011-05-30T10:48:00
Neotrotsky	Sarah Palin	per	pos-towards	1.1566666666666672	If she can not support our story then she is of little use to us.	2011-05-30T12:00:00
Neotrotsky	You	per	pos-towards	0.7366666666666664	You make the call	2011-05-30T12:46:00
Neotrotsky	PapaObama Care	org	pos-towards	1.98111111111111	Don't worry, PapaObama Care has that covered...	2011-05-30T14:27:00
Neotrotsky	Queen	per	pos-towards	1.2344444444444456	Obama toast to the Queen...	2011-05-30T19:09:00
Neotrotsky	house	fac	pos-towards	0.9233333333333338	Look at Barney Frank, prostitution rings in house, plush jobs for his "boyfriends", crony capitalism at its best	2011-05-30T19:12:00
Neotrotsky	boyfriends	per	pos-towards	0.9155555555555566	Look at Barney Frank, prostitution rings in house, plush jobs for his "boyfriends", crony capitalism at its best	2011-05-30T19:12:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	0.9466666666666663	So (a) Weiner himself is not speaking, but issuing statements through his spokesman, and (b) his office “did not answer specific questions.”	2011-05-30T19:28:00
Neotrotsky	Weiner Hacker Prize Fund	org	pos-towards	0.9466666666666663	Weiner's office did not answer specific questions about the photograph, whether he has contacted authorities or the Seattle woman who received the photograph	2011-05-30T19:28:00
Neotrotsky	authorities	per	pos-towards	0.7988888888888894	Weiner's office did not answer specific questions about the photograph, whether he has contacted authorities or the Seattle woman who received the photograph	2011-05-30T19:28:00
Neotrotsky	who	per	pos-towards	1.5533333333333337	Weiner's office did not answer specific questions about the photograph, whether he has contacted authorities or the Seattle woman who received the photograph	2011-05-30T19:28:00
Neotrotsky	public	per	pos-towards	0.5577777777777779	After all, the public has legitimate questions, and the media is only doing its job.	2011-05-30T19:28:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	0.5577777777777779	Rumor in the collective is that he has Willie, Wood, Johnson &amp; Schwanz as legal counsel....	2011-05-30T19:28:00
Neotrotsky	you	per	pos-towards	1.4444444444444446	Then by all means comrade, I'm sure you agree	2011-05-30T19:46:00
Neotrotsky	Wu	per	pos-towards	1.0166666666666666	If it was a "right-wing" hack then let us find the proof and prosecute these people accordingly	2011-05-30T19:46:00
Neotrotsky	Indian	gpe	pos-towards	1.0166666666666666	Our country's security and the rights of minorities could be at risk here!	2011-05-30T19:46:00
Neotrotsky	minorities	per	pos-towards	1.0166666666666666	Our country's security and the rights of minorities could be at risk here!	2011-05-30T19:46:00
Neotrotsky	Anthony Weiner Tweet-Taunts Clarence Thomas	per	pos-towards	1.0166666666666666	to stop the evil right wing attacks against this fine Representative, we should bond all together and start a new group in support of him.	2011-05-31T05:12:00
Neotrotsky	anyone	per	pos-towards	0.6277777777777773	If anyone in the Press ask questions, we just deny and tell them to beat it.	2011-05-31T05:12:00
Neotrotsky	hacker	per	pos-towards	0.9699999999999998	A FRENCH web hacker is facing up to two years in prison for breaking into US president Barack Obama's account on 	2011-05-31T15:25:00
Neotrotsky	police	org	pos-towards	0.822222222222222	French cyber police were alerted to the crime by the FBI last July.	2011-05-31T15:25:00
Neotrotsky	FBI	org	pos-towards	0.822222222222222	French cyber police were alerted to the crime by the FBI last July.	2011-05-31T15:25:00
Neotrotsky	Chris Lee	per	pos-towards	1.2344444444444456	Same reason Congressman Chris Lee posted his pictures	2011-05-31T15:47:00
Neotrotsky	Weiner Wiener Deniers	per	pos-towards	1.677777777777778	Comrades and my fellow " 	2011-05-31T16:05:00
Neotrotsky	Wu	per	pos-towards	1.0166666666666666	If our "right wing" hack story does not work out then we can try the old "camera went off in my pocket excuse"...	2011-05-31T16:05:00
Neotrotsky	Ontario Conservatives	org	pos-towards	1.2344444444444456	Alan Sakach, communications director for the Ontario Conservatives, said the photo was inadvertently taken by Lepp's BlackBerry when it was in his front pocket.	2011-05-31T16:05:00
Neotrotsky	Niagara Falls	gpe	pos-towards	1.141111111111111	The photo was posted after someone took it from the candidate for the riding of Niagara Falls, Ont., according to Sakach.	2011-05-31T16:05:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	2.3777777777777764	No, his promotion of bills makes him a hypocrite..	2011-05-31T16:28:00
Neotrotsky	hypocrite.	per	pos-towards	2.3777777777777764	No, his promotion of bills makes him a hypocrite..	2011-05-31T16:28:00
Neotrotsky	Colleges	org	pos-towards	1.032222222222222	Bill Would Require Colleges to Post Sex-Harassment Policies</a> Two lawmakers plan to introduce a bill that would require colleges to post their policies for receiving and responding to sexual-harassment complaints, and to distribute that information to students.	2011-05-31T16:28:00
Neotrotsky	students	per	pos-towards	0.9233333333333338	Bill Would Require Colleges to Post Sex-Harassment Policies</a> Two lawmakers plan to introduce a bill that would require colleges to post their policies for receiving and responding to sexual-harassment complaints, and to distribute that information to students.	2011-05-31T16:28:00
Neotrotsky	constituents	per	pos-towards	1.8566666666666665	I'm sure his constituents might care that (or at least his wife)	2011-05-31T16:28:00
Neotrotsky	you	per	pos-towards	1.1099999999999994	Anthony Weiner (D-NY9)was ecstatic on March 13 2011: Ginger Lees tweet said: You know its a good day when you wake up to a DM from @RepWeiner. (Im a fangirl, yall, hes my trifecta of win.)</a>	2011-05-31T16:28:00
Neotrotsky	nation	gpe	pos-towards	1.0166666666666666	We must do it for our nation's security and minority rights	2011-05-31T16:48:00
Neotrotsky	anyone	per	pos-towards	1.8566666666666665	We (Gateway Pundit Truth Alliance) are offering a $200 reward for anyone who offers information that leads to the arrest and conviction of the Weinergate penis hacker.	2011-05-31T17:01:00
Neotrotsky	who	per	pos-towards	0.9233333333333338	We (Gateway Pundit Truth Alliance) are offering a $200 reward for anyone who offers information that leads to the arrest and conviction of the Weinergate penis hacker.	2011-05-31T17:01:00
Neotrotsky	girls	per	pos-towards	1.2655555555555544	Sending unsolicited sexual photos to young girls is both a crime and quite related to this story.	2011-05-31T17:04:00
Neotrotsky	you	per	pos-towards	1.3977777777777787	As for the wife, no you are correct.	2011-05-31T17:06:00
Neotrotsky	women	per	pos-towards	2.782222222222222	Most women would love to know their husbands are tweeting with porn stars- Must be a liberal thing...	2011-05-31T17:06:00
Neotrotsky	liberals	per	pos-towards	2.3388888888888886	God, why can't liberals ever man up to their leaders mistakes	2011-05-31T17:14:00
Neotrotsky	their	per	pos-towards	1.934444444444444	God, why can't liberals ever man up to their leaders mistakes	2011-05-31T17:14:00
Neotrotsky	Dave Arnold	per	pos-towards	1.1566666666666672	I"m sure the Left is confident their man's story will stand up in the end	2011-05-31T17:23:00
Neotrotsky	you	per	pos-towards	1.1799999999999997	Fear Not ! As I told you yesterday	2011-05-31T17:28:00
Neotrotsky	Dave Arnold	per	pos-towards	0.6277777777777773	No instead, he "lawyers up"- not quite the behavior one would expect from an "innocent" man	2011-05-31T17:41:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	0.9466666666666663	So (a) Weiner himself is not speaking, but issuing statements through his spokesman, and (b) his office did not answer specific questions.	2011-05-31T17:41:00
Neotrotsky	authorities	per	pos-towards	0.7988888888888894	Weiners office did not answer specific questions about the photograph, whether he has contacted authorities or the Seattle woman who received the photograph	2011-05-31T17:41:00
Neotrotsky	who	per	pos-towards	1.5533333333333337	Weiners office did not answer specific questions about the photograph, whether he has contacted authorities or the Seattle woman who received the photograph	2011-05-31T17:41:00
Neotrotsky	you	per	pos-towards	1.8488888888888884	Thought you would like to know...	2011-05-31T17:48:00
Neotrotsky	Mahatma Gandhi	per	pos-towards	1.187777777777777	Just as a side not, Gandhi drank his own urine for "health" reasons	2011-05-31T17:48:00
Neotrotsky	club	org	pos-towards	0.884444444444445	No doubt the "Weiner Wiener Denier" club is growing everyday...	2011-05-31T17:52:00
Neotrotsky	CNN	org	pos-towards	-1.5266666666666673	Oh my it looks like even CNN is not buying his story	2011-05-31T18:14:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	0.8300000000000001	Notice how he won't deny it	2011-05-31T18:37:00
Neotrotsky	Democratic Party	org	pos-towards	0.5577777777777779	If the Democrats had a razor thin control of the congress, they would be more likely to drop this quick.	2011-05-31T18:41:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	1.0633333333333326	I have not come to any conclusion. He could be innocent.	2011-05-31T18:53:00
Neotrotsky	They	per	pos-towards	1.405555555555556	They helped set the "moral bar" and they can live by it, as well.	2011-05-31T18:53:00
Neotrotsky	Dave Arnold	per	pos-towards	1.98111111111111	I agree he is not that stupid to do it on purpose.	2011-05-31T19:07:00
Neotrotsky	you	per	pos-towards	1.2111111111111112	Of course, you are just content wearing your tin foil hat and blaming the republicans, so I don't if you want that	2011-05-31T19:22:00
Neotrotsky	Dave Arnold	per	pos-towards	1.0166666666666666	Honestly, even some of friends on the left have pointed out, he is not acting right	2011-05-31T19:35:00
Neotrotsky	Dave Arnold	per	pos-towards	0.6277777777777773	He is not behaving as one would expect an innocent man to behave	2011-05-31T19:35:00
Neotrotsky	Rep Anthony Weiner	per	pos-towards	0.8066666666666666	If Weiner sent an unsolicited sexual photo of himself, which is a crime and because he is acting as a hypocrite to his marriage vows, thus fitting two of the criteria	2011-05-31T19:37:00
Neotrotsky	hypocrite	per	pos-towards	0.7288888888888891	If Weiner sent an unsolicited sexual photo of himself, which is a crime and because he is acting as a hypocrite to his marriage vows, thus fitting two of the criteria	2011-05-31T19:37:00
Neotrotsky	you	per	pos-towards	1.988888888888889	You do know that you would look more honest and people would respect you more	2011-05-31T19:37:00
Neotrotsky	police	org	pos-towards	1.8488888888888884	Just like the police are investigating internet crime all the time	2011-05-31T19:45:00
Neotrotsky	CNN	org	pos-towards	0.9699999999999998	I still never said CNN and Yahoo were extreme anything	2011-05-31T19:53:00
Neotrotsky	people	per	pos-towards	0.8611111111111107	Most people see that and realize, something is up; he is not behaving like an innocent man.	2011-05-31T19:53:00
Neotrotsky	Dave Arnold	per	pos-towards	1.8488888888888884	Most people see that and realize, something is up; he is not behaving like an innocent man.	2011-05-31T19:53:00
RDD_1210	police	org	neg-towards	-0.6399999999999997	The police don't investigate when your Facebook account gets hacked.	2011-05-28T20:40:00
RDD_1210	your	per	pos-towards	0.9777777777777779	LOL, what would a hacker do? In your expert opinion.	2011-05-31T14:40:00
RDD_1210	you	per	pos-towards	1.8488888888888884	You keep making claims like you understand what they would and wouldn't do, so let's hear some examples of what hackers would do.	2011-05-31T15:00:00
theDoctorisIn	Hillary Clinton	per	neg-towards	-1.3166666666666664	Clinton was impeached about lying to a federal grand jury about a blow job.	2011-05-29T15:29:00
theDoctorisIn	jury	per	neg-towards	-1.83	Clinton was impeached about lying to a federal grand jury about a blow job.	2011-05-29T15:29:00
theDoctorisIn	Pee-Wee Herman	per	neg-towards	-1.985555555555556	And so was Al Capone and Pee-Wee Herman.	2011-05-29T15:47:00
theDoctorisIn	you	per	neg-towards	-0.8111111111111118	My point, which you seem to have missed, is that there are already a shitload of threads on this topic, including one with the same name (as in, you're a day late and a dollar short).	2011-05-29T16:27:00
theDoctorisIn	You	per	neg-towards	-0.2588888888888894	You'd be pretty hard pressed to make a case for "sexual harassment" - there's no need to be a drama queen.	2011-05-29T21:46:00
theDoctorisIn	He	per	neg-towards	-0.4299999999999997	He broke no laws by sleeping with Lewinsky.	2011-05-29T21:46:00
theDoctorisIn	Monica Lewinsky	per	pos-towards	1.6000000000000005	He broke no laws by sleeping with Lewinsky.	2011-05-29T21:46:00
Zona	you	per	neg-towards	-1.5422222222222217	By the way, you idiots do realize this is all faked.	2011-05-29T15:39:00
Zona	ala Okeef	per	neg-towards	-1.588888888888889	2. Its already been proven its a fake...ala Okeef.	2011-05-29T16:06:00
Zona	you	per	pos-towards	0.8611111111111107	By the way, you idiots do realize this is all faked.	2011-05-29T15:39:00
Zona	idiots	per	pos-towards	0.8611111111111107	By the way, you idiots do realize this is all faked.	2011-05-29T15:39:00
Zona	ala Okeef	per	pos-towards	0.8999999999999995	2. Its already been proven its a fake...ala Okeef.	2011-05-29T16:06:00
JBeukema	Rep Anthony Weiner	per	pos-towards	1.4833333333333334	To a man, I'd believe	2011-05-28T23:42:00
elvis	Dems	per	neg-towards	-1.3166666666666664	no. they impeached him for lying to a grand jury...	2011-05-29T12:22:00
elvis	Rep Anthony Weiner	per	neg-towards	-1.3166666666666664	no. they impeached him for lying to a grand jury...	2011-05-29T12:22:00
elvis	Dems	per	neg-towards	-0.6866666666666665	Lies are only lies when republicans tell them.	2011-05-29T12:23:00
The Rabbi	you	per	neg-towards	-2.2655555555555558	And of course if he were a Republican you'd be crucifying him as a hypocrite etc etc.	2011-05-29T03:53:00
The Rabbi	Anthony Weiner Tweet-Taunts Clarence Thomas	per	neg-towards	-2.2655555555555558	And of course if he were a Republican you'd be crucifying him as a hypocrite etc etc.	2011-05-29T03:53:00
The Rabbi	you	per	neg-towards	-1.1144444444444446	But I recall that you suck his wiener when you aren't fixated on Obama's.	2011-05-29T03:53:00
The Rabbi	Scooter Libby	per	neg-towards	-2.226666666666667	And Scooter Libby was convicted of less than that.	2011-05-29T15:43:00
The Rabbi	Al Capone	per	neg-towards	-2.226666666666667	Actually Al Capone got convicted on tax evasion.	2011-05-29T17:12:00
The Rabbi	Al Capone	per	neg-towards	-2.6077777777777778	But only after numerous attempts to get him failed.	2011-05-29T17:12:00
The Rabbi	subordinate	per	neg-towards	-2.071111111111111	Yeah, the point is that sexually harassing a subordinate is enough to get any CEO fired (see, Stonecipher, Harry).	2011-05-29T17:12:00
